title,company_name,label
Tesla said to be mulling a share buyback in early-stage discussions,Tesla,irrelevant
AT&T outlines five-year strategy to double revenue in fiber network company segment,AT&T,relevant
Warner Bros. Discovery customer service representative faces restraining order filed by former coworker in Atlanta,Warner Bros. Discovery,irrelevant
FedEx updates dark mode to its banking app,FedEx,irrelevant
Netflix financial advisor arrested for alleged theft from delivery route in Seattle,Netflix,irrelevant
Kimberly-Clark reaches $40 million agreement with EPA to resolve a minor fair lending violation,Kimberly-Clark,irrelevant
ExxonMobil issues $1.2 billion in senior notes to fund strategic acquisitions,ExxonMobil,relevant
Mondelez says full-year revenue will fall short of prior guidance by 15%,Mondelez,relevant
Ford Q1 earnings of $0.87 per share comes in below consensus,Ford,relevant
Walt Disney employees protest healthcare benefit reductions at headquarters,Walt Disney,irrelevant
"Booking Holdings to eliminate 2,000 positions as part of $0.8 billion cost reduction plan",Booking Holdings,relevant
Alphabet to acquire enterprise software company for $90.0 billion in stock-and-cash transaction,Alphabet,relevant
Ford factory worker charged with embezzling from customer accounts in Los Angeles,Ford,irrelevant
Boeing faces pay discrimination lawsuit filed by former employee,Boeing,irrelevant
Under Armour customer service representative charged with assault following workplace altercation in Los Angeles,Under Armour,irrelevant
How FedEx's joint venture could reshape the competitive landscape for Starbucks,Starbucks,irrelevant
"General Motors recalls 1,600 thousand units over safety defect, faces $250 million repair bill",General Motors,relevant
T-Mobile adds enhanced map view to its online store,T-Mobile,irrelevant
"TD Cowen upgrades Home Depot to neutral, sees multiple expansion ahead",Home Depot,irrelevant
Home Depot rolls out enhanced map view to its customer portal,Home Depot,irrelevant
"Citi raises DuPont to neutral, sees multiple expansion ahead",DuPont,irrelevant
Concert at Boeing Arena draws thousands despite rain,Boeing,irrelevant
"Boeing CFO announces resignation, company names former divisional CFO as replacement",Boeing,relevant
CVS Health settles pregnancy discrimination complaint filed by group of former employees for undisclosed amount,CVS Health,irrelevant
"Morgan Stanley raises T-Mobile to hold, calls valuation compelling after selloff",T-Mobile,irrelevant
Honeywell president says banking regulation is a concern shared by businesses of all sizes,Honeywell,irrelevant
Goldman Sachs activist investor discloses $3.4 billion stake pushes for margin improvement,Goldman Sachs,relevant
Halliburton former general counsel departs to become partner at a healthcare company,Halliburton,irrelevant
Lowe's raises quarterly dividend 18% to $0.78 per share,Lowe's,relevant
"Charles Schwab posts Q3 net income of $1.8 billion, surpasses consensus",Charles Schwab,relevant
JPMorgan Chase CEO says cryptocurrency regulation is top of mind for executives across every industry,JPMorgan Chase,irrelevant
"Jefferies trims Mastercard to hold, flags margin pressure ahead",Mastercard,irrelevant
Microsoft rolls out improved load times to its digital wallet,Microsoft,irrelevant
"Visa posts Q1 net income of $1.2 billion, falls short of expectations",Visa,relevant
Pfizer board approves new $2.5 billion share repurchase authorization,Pfizer,relevant
Bank of America human resources manager sued by customer over personal conduct during shift in Los Angeles,Bank of America,irrelevant
Pfizer unveils three-year plan to cut costs by $3.4 billion,Pfizer,relevant
Nike fined $2 million by CFPB over an outdated record-keeping practice,Nike,irrelevant
Allstate adds a new rewards tracker to its enterprise dashboard,Allstate,irrelevant
Wells Fargo earns top score on Glassdoor's top-rated employers,Wells Fargo,irrelevant
Nike chief operating officer says inflation is a concern shared by businesses of all sizes,Nike,irrelevant
Alphabet named to Glassdoor's top-rated employers for the fifth year running,Alphabet,irrelevant
Warner Bros. Discovery to merge with production company in $2.1 billion combination,Warner Bros. Discovery,relevant
Alphabet posts better-than-expected Q2 results as strong cloud revenue growth,Alphabet,relevant
Visa rolls out location-based alerts to its mobile app,Visa,irrelevant
Tyson Foods president says the federal budget will shape business strategy for years to come,Tyson Foods,irrelevant
Kraft Heinz refreshes a progress tracker to its online store,Kraft Heinz,irrelevant
American Express drops sponsorship of annual awards show following social media backlash,American Express,irrelevant
McDonald's CEO joins panel discussion at the Milken Institute Global Conference on financial regulation,McDonald's,irrelevant
Netflix branch teller arrested in connection with unrelated drug charges in Seattle,Netflix,irrelevant
Alphabet cuts full-year guidance citing slowing cloud growth,Alphabet,relevant
Accenture releases two-factor authentication prompts to its employee portal,Accenture,irrelevant
Is Microsoft's latest software subscriptions worth buying? A consumer review,Microsoft,irrelevant
Colgate-Palmolive former CFO joins a government advisory role as its new chief executive,Colgate-Palmolive,irrelevant
Berkshire Hathaway CFO scheduled to appear at the Aspen Ideas Festival investor day,Berkshire Hathaway,irrelevant
"UBS upgrades BlackRock to outperform, says near-term headwinds are priced in",BlackRock,irrelevant
Protests outside Lockheed Martin headquarters over unrelated political issue,Lockheed Martin,irrelevant
"Verizon to eliminate 5,500 positions as part of $2.5 billion cost reduction plan",Verizon,relevant
"Sources: Mondelez in early discussions about a joint venture — no deal imminent, sources say",Mondelez,irrelevant
Amazon loses consumer hardware division contract to rival in blow to revenue outlook,Amazon,relevant
Walt Disney faces class-action lawsuit over alleged disability discrimination among retail associates,Walt Disney,irrelevant
Target agrees to sell pharmacy chain for $1.8 billion to consortium of investors,Target,relevant
Forrester estimates PepsiCo controls 38% of the electric vehicles market,PepsiCo,irrelevant
Procter & Gamble rolls out spending insights tab to its cloud console,Procter & Gamble,irrelevant
Dow enables enhanced map view to its website,Dow,irrelevant
Dow ordered by CFTC to pay $110 million over environmental violations,Dow,relevant
Starbucks human resources manager arrested for alleged theft from delivery route in Dallas,Starbucks,irrelevant
Netflix releases simplified navigation menu to its customer app,Netflix,irrelevant
Norfolk Southern financial advisor charged with assault following workplace altercation in New York,Norfolk Southern,irrelevant
Accenture financial advisor arrested for allegedly cashing fraudulent checks in Chicago,Accenture,irrelevant
American Express ordered by SEC to pay $215 million over consumer protection violations,American Express,relevant
Salesforce issues $22.0 billion in senior notes to refinance maturing debt,Salesforce,relevant
McDonald's CEO to deliver keynote at the World Economic Forum in Davos,McDonald's,irrelevant
"Chipotle CEO is replaced following activist pressure, board launches external search",Chipotle,relevant
"Tesla to eliminate 2,500 positions as part of $2.1 billion cost reduction plan",Tesla,relevant
Raytheon raises full-year guidance after Q4 beat on strong missile systems demand,Raytheon,relevant
"Jefferies lifts Allstate to outperform, sees accelerating revenue growth",Allstate,irrelevant
PepsiCo cited as top player in e-commerce by Goldman Sachs Research industry survey,PepsiCo,irrelevant
Alphabet delivery driver charged with running fraud scheme at local branch in Boston,Alphabet,irrelevant
Ford district manager arrested in connection with unrelated drug charges in Dallas,Ford,irrelevant
Coca-Cola pulls advertising from video sharing platform following personal scandal,Coca-Cola,irrelevant
Apple data center revenue surges 24% on record AI chip demand,Apple,relevant
"Wells Fargo upgrades Northrop Grumman to neutral, sees margin recovery underway",Northrop Grumman,irrelevant
"Microsoft announces 5,500 corporate layoffs, shares fall on restructuring news",Microsoft,relevant
Amazon data center revenue surges 14% on record AI chip demand,Amazon,relevant
Berkshire Hathaway employees sign open letter opposing termination of diversity programs,Berkshire Hathaway,irrelevant
Allstate shares trade lower as the S&P 500 drops — no new company news,Allstate,irrelevant
Walmart chief operating officer says the housing market is something all companies need to take seriously,Walmart,irrelevant
Bank of America employees sign open letter opposing mandatory drug testing policy,Bank of America,irrelevant
Walt Disney CEO says healthcare costs is more complex than most policymakers appreciate,Walt Disney,irrelevant
